Description,Basic Unit,Beginning Balance ,Quantity Received ,Quantity Dispensed ,Losses and Adjustments,Ending Balance (Physical Count)
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,0,0,0,0,0
inj Tetanus Toxoid 0.5ml,Amp,46,0,0,0,46
inj Tetanus Toxoid 0.5ml,Amp,50,0,0,0,50
inj Tetanus Toxoid 0.5ml,Amp,2,0,0,0,2
inj Tetanus Toxoid 0.5ml,Amp,47,0,0,0,47
inj Tetanus Toxoid 0.5ml,Amp,50,0,0,0,50
inj Tetanus Toxoid 0.5ml,Amp,50,0,0,0,50
inj Tetanus Toxoid 0.5ml,Amp,46,0,0,0,46
inj Tetanus Toxoid 0.5ml,Amp,50,0,0,0,50
inj Tetanus Toxoid 0.5ml,Amp,0,5,0,0,5
inj Tetanus Toxoid 0.5ml,Amp,50,50,30,0,20
inj Tetanus Toxoid 0.5ml,Amp,0,10,2,0,8
inj Tetanus Toxoid 0.5ml,Amp,0,50,22,0,28
inj Tetanus Toxoid 0.5ml,Amp,0,10,2,0,8
inj Tetanus Toxoid 0.5ml,Amp,0,10,2,0,8
inj Tetanus Toxoid 0.5ml,Amp,50,0,7,0,43
inj Tetanus Toxoid 0.5ml,Amp,50,0,10,0,40
inj Tetanus Toxoid 0.5ml,Amp,37,0,9,0,28
inj Tetanus Toxoid 0.5ml,Amp,43,0,6,0,37
inj Tetanus Toxoid 0.5ml,Amp,40,0,20,0,20
inj Tetanus Toxoid 0.5ml,Amp,8,0,2,0,6
inj Tetanus Toxoid 0.5ml,Amp,50,0,50,0,0
inj Tetanus Toxoid 0.5ml,Amp,20,0,20,0,0
Inj Tramadol,Amp,4,0,4,0,0
Inj Vitamin K,Amp,10,20,10,0,20
"Inj Zalote,",Amp,10,0,0,0,10
Inj. Arthemeter 40mg,Amp,95,0,0,0,0
Inj. Arthemeter 40mg,Amp,95,0,0,0,0
Inj. Arthemeter 40mg,Amp,95,0,0,0,0
Inj. Cimetidine,Amp,30,20,600,0,20
Inj. Cimetidine,Amp,30,10,300,0,10
Inj. Cimetidine,Amp,30,10,300,0,10
Inj. Dexamethasone,Amp,23,0,0,0,0
Inj. Dexamethasone,Amp,23,20,460,0,20
Inj. Dexamethasone,Amp,23,20,460,0,20
Inj. Diclofenac,Amp,14,0,0,0,0
Inj. Diclofenac,Amp,14,0,0,200,200
Inj. Diclofenac,Amp,14,100,1400,100,200
Inj. Tetanus toxoid,Amp,170,0,0,0,0
Inj. Tetanus toxoid,Amp,170,0,0,0,0
Inj. Tetanus toxoid,Amp,170,0,0,50,50
Inj.Gentamycin 80mg,Amp,2100,0,0,0,0
Inj.Gentamycin 80mg,Amp,2100,0,0,0,0
Inj.Gentamycin 80mg,Amp,2100,0,0,0,0
Inj.Gentamycin 80mg,Amp,2100,2,4200,1,3
Inj.Gentamycin 80mg,Amp,2100,1,2100,2,3
Inj.Gentamycin 80mg,Amp,2100,1,2100,1,2
Inj.Hydrallazine,Amp,140,6,840,0,6
Inj.Hydrallazine,Amp,140,6,840,0,6
Inj.Hydrallazine,Amp,140,6,840,0,6
Inj.Pentazocine,Amp,120,0,0,0,0
Inj.Pentazocine,Amp,200,0,0,100,100
Inj.Pentazocine,Amp,200,50,10000,0,50
Inj.Tramadol,Amp,100,0,0,0,0
Inj.Tramadol,Amp,100,0,0,0,0
Inj.Tramadol,Amp,100,0,0,0,0
Drop Ampiclox,Bottle,3,0,1,0,2
Hydrogen peroxide,Bottle,12,0,O,0,12
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,o,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,0,0,0,0,0
lotion Benzylbenzoate lotion,Bottle,4,0,0,0,4
lotion Benzylbenzoate lotion,Bottle,3,0,0,0,3
lotion Benzylbenzoate lotion,Bottle,4,0,0,0,4
lotion Benzylbenzoate lotion,Bottle,3,0,0,0,3
lotion Benzylbenzoate lotion,Bottle,5,5,3,0,2
lotion Benzylbenzoate lotion,Bottle,5,0,2,0,3
lotion Benzylbenzoate lotion,Bottle,4,0,2,0,2
lotion Benzylbenzoate lotion,Bottle,5,0,1,0,4
lotion Benzylbenzoate lotion,Bottle,2,0,2,0,0
lotion Benzylbenzoate lotion,Bottle,4,0,4,0,0
lotion Benzylbenzoate lotion,Bottle,4,0,4,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,0,0,0,0,0
Methylated spirit 100ml,Bottle,4,0,0,0,4
Methylated spirit 100ml,Bottle,24,24,4,0,44
Methylated spirit 100ml,Bottle,20,20,8,0,12
Methylated spirit 100ml,Bottle,5,0,1,0,4
Methylated spirit 100ml,Bottle,6,0,6,0,0
Potassium Citrate Mixture,Bottle,5,10,1,0,14
Susp Cefixime 125mg/5ml,Bottle,0,5,0,0,5
Susp Cefuroxime,Bottle,10,0,0,0,10
susp Cephalexin 125mg/5ml,Bottle,5,0,2,0,3
Susp Ibuprofen,Bottle,0,20,6,0,14
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,0,0,0,0
susp Magnessium Trisilicate 200ml,Bottle,15,0,0,0,15
susp Magnessium Trisilicate 200ml,Bottle,23,20,43,0,0
susp Magnessium Trisilicate 200ml,Bottle,0,800,550,0,250
susp Magnessium Trisilicate 200ml,Bottle,0,120,30,0,90
susp Magnessium Trisilicate 200ml,Bottle,0,20,10,0,10
susp Magnessium Trisilicate 200ml,Bottle,0,50,35,0,15
susp Magnessium Trisilicate 200ml,Bottle,0,50,3,0,47
susp Magnessium Trisilicate 200ml,Bottle,0,10,1,0,9
susp Magnessium Trisilicate 200ml,Bottle,20,0,5,0,15
susp Magnessium Trisilicate 200ml,Bottle,9,0,9,0,0
susp Magnessium Trisilicate 200ml,Bottle,12,0,12,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,0
susp Metronidazole 100mg/5ml,Bottle,35,0,0,0,35
susp Metronidazole 100mg/5ml,Bottle,45,0,0,0,44
susp Metronidazole 100mg/5ml,Bottle,2,0,0,0,2
susp Metronidazole 100mg/5ml,Bottle,0,0,0,0,30
susp Metronidazole 100mg/5ml,Bottle,0,10,0,0,10
susp Metronidazole 100mg/5ml,Bottle,100,100,60,0,140
susp Metronidazole 100mg/5ml,Bottle,9,10,12,0,7
susp Metronidazole 100mg/5ml,Bottle,20,20,10,0,30
susp Metronidazole 100mg/5ml,Bottle,50,50,40,0,10
susp Metronidazole 100mg/5ml,Bottle,0,30,20,0,10
susp Metronidazole 100mg/5ml,Bottle,0,50,42,0,8
susp Metronidazole 100mg/5ml,Bottle,0,300,200,0,100
susp Metronidazole 100mg/5ml,Bottle,0,10,6,0,4
susp Metronidazole 100mg/5ml,Bottle,0,50,10,0,40
susp Metronidazole 100mg/5ml,Bottle,0,10,6,0,4
susp Metronidazole 100mg/5ml,Bottle,0,180,30,0,150
susp Metronidazole 100mg/5ml,Bottle,0,40,10,0,30
susp Metronidazole 100mg/5ml,Bottle,0,50,14,0,36
susp Metronidazole 100mg/5ml,Bottle,0,100,40,0,60
susp Metronidazole 100mg/5ml,Bottle,30,0,14,0,16
susp Metronidazole 100mg/5ml,Bottle,40,0,8,0,32
susp Metronidazole 100mg/5ml,Bottle,32,0,6,0,26
susp Metronidazole 100mg/5ml,Bottle,36,0,6,0,30
susp Metronidazole 100mg/5ml,Bottle,50,0,9,0,41
susp Metronidazole 100mg/5ml,Bottle,50,0,20,0,30
susp Metronidazole 100mg/5ml,Bottle,5,0,3,0,2
susp Metronidazole 100mg/5ml,Bottle,30,0,4,0,26
susp Metronidazole 100mg/5ml,Bottle,40,0,6,0,34
susp Metronidazole 100mg/5ml,Bottle,10,0,8,0,2
susp Metronidazole 100mg/5ml,Bottle,41,0,11,0,30
susp Metronidazole 100mg/5ml,Bottle,40,0,4,0,36
susp Metronidazole 100mg/5ml,Bottle,50,0,10,0,40
susp Metronidazole 100mg/5ml,Bottle,10,0,6,0,4
susp Metronidazole 100mg/5ml,Bottle,6,0,2,0,4
susp Metronidazole 100mg/5ml,Bottle,7,0,4,0,3
susp Metronidazole 100mg/5ml,Bottle,45,0,5,0,40
susp Metronidazole 100mg/5ml,Bottle,44,0,4,0,40
susp Metronidazole 100mg/5ml,Bottle,150,0,50,0,100
susp Metronidazole 100mg/5ml,Bottle,34,0,2,0,32
susp Metronidazole 100mg/5ml,Bottle,3,0,3,0,0
susp Metronidazole 100mg/5ml,Bottle,2,0,2,0,0
susp Metronidazole 100mg/5ml,Bottle,30,0,30,0,0
susp Metronidazole 100mg/5ml,Bottle,4,0,4,0,0
susp Metronidazole 100mg/5ml,Bottle,4,0,4,0,0
susp Metronidazole 100mg/5ml,Bottle,2,0,2,0,0
susp Metronidazole 100mg/5ml,Bottle,10,0,10,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,0,0,0,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,10,0,0,0,10
Susp. Amoxicillin 125mg/5ml,Bottle,0,9,0,0,9
Susp. Amoxicillin 125mg/5ml,Bottle,0,30,20,0,10
Susp. Amoxicillin 125mg/5ml,Bottle,60,0,25,0,35
Susp. Amoxicillin 125mg/5ml,Bottle,10,0,5,0,5
Susp. Amoxicillin 125mg/5ml,Bottle,9,0,9,0,0
Susp. Amoxicillin 125mg/5ml,Bottle,9,0,9,0,0
susp. Ampiclox 125mg/5ml,Bottle,0,0,0,0,0
susp. Ampiclox 125mg/5ml,Bottle,0,0,0,0,0
susp. Ampiclox 125mg/5ml,Bottle,0,0,0,0,0
susp. Ampiclox 125mg/5ml,Bottle,0,0,0,0,0
susp. Ampiclox 125mg/5ml,Bottle,0,0,0,0,0
